participant	steering_method	speed_method	hit	coin	time	direction	distance	altitude	sharpness	missdistance	traveldistance
P24	LeaningMethod	ControllerDistanceMethod	TRUE	12	40.90002	Left	Long	Same	Smooth	0	5232.875
P24	LeaningMethod	ControllerDistanceMethod	FALSE	13	43.64001	Right	Medium	Down	Sharp	3.641805	5732.273
P24	LeaningMethod	ControllerDistanceMethod	FALSE	14	44.76001	Right	Short	Down	Smooth	15.8581	5920.529
P24	LeaningMethod	ControllerDistanceMethod	TRUE	15	48.22003	Straight	Long	Down	Sharp	0	6450.381
P2	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	3576.708
P2	LeaningMethod	ControllerDistanceMethod	FALSE	1	150	Straight	Medium	Up	Smooth	4.939137	4845.726
P2	LeaningMethod	ControllerDistanceMethod	FALSE	2	153.6199	Straight	Short	Up	Sharp	147.5194	5178.747
P2	LeaningMethod	ControllerDistanceMethod	TRUE	3	160.52	Left	Long	Down	Default	0	5649.916
P2	LeaningMethod	ControllerDistanceMethod	FALSE	4	162.6199	Straight	Short	Same	Sharp	6.076504	5960.112
P2	LeaningMethod	ControllerDistanceMethod	FALSE	5	182.8999	Right	Long	Up	Smooth	39.17905	6842.341
P2	LeaningMethod	ControllerDistanceMethod	FALSE	6	192.0798	Straight	Medium	Same	Default	12.32131	7235.48
P2	LeaningMethod	ControllerDistanceMethod	FALSE	7	197.1199	Left	Medium	Up	Sharp	72.86202	7677.963
P2	LeaningMethod	ControllerDistanceMethod	FALSE	8	198.5999	Right	Short	Down	Sharp	21.1357	7897.565
P2	LeaningMethod	ControllerDistanceMethod	FALSE	9	203.3398	Straight	Medium	Down	Sharp	108.2017	8331.588
P2	LeaningMethod	ControllerDistanceMethod	FALSE	10	205.24	Left	Short	Same	Smooth	301.2058	8509.439
P2	LeaningMethod	ControllerDistanceMethod	FALSE	11	210.6599	Right	Long	Down	Default	31.93202	9139.605
P2	LeaningMethod	ControllerDistanceMethod	FALSE	12	216.24	Right	Long	Same	Smooth	88.35573	9766.661
P2	LeaningMethod	ControllerDistanceMethod	TRUE	13	237.2	Left	Medium	Down	Default	0	10305.16
P2	LeaningMethod	ControllerDistanceMethod	TRUE	14	242.2998	Left	Short	Same	Default	0	10564.83
P2	LeaningMethod	ControllerDistanceMethod	FALSE	15	252.4399	Right	Long	Up	Smooth	2.966925	11576.51
P2	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	5599.967
P2	LeaningMethod	LeaningMethod	TRUE	1	7.959961	Straight	Medium	Up	Smooth	0	6028.946
P2	LeaningMethod	LeaningMethod	TRUE	2	11.5	Left	Long	Same	Sharp	0	6631.259
P2	LeaningMethod	LeaningMethod	FALSE	3	13.42017	Left	Short	Down	Sharp	5.251312	6953.454
P2	LeaningMethod	LeaningMethod	FALSE	4	17.84009	Straight	Short	Up	Default	16.32203	7191.968
P2	LeaningMethod	LeaningMethod	FALSE	5	19.08008	Right	Short	Same	Default	10.45099	7374.841
P2	LeaningMethod	LeaningMethod	TRUE	6	23.06006	Right	Long	Down	Smooth	0	7930.097
P2	LeaningMethod	LeaningMethod	TRUE	7	26.93994	Straight	Medium	Same	Smooth	0	8338.273
P2	LeaningMethod	LeaningMethod	TRUE	8	29.47998	Right	Short	Up	Smooth	0	8547.306
P2	LeaningMethod	LeaningMethod	TRUE	9	33.16016	Straight	Long	Same	Default	0	9152.7
P2	LeaningMethod	LeaningMethod	FALSE	10	40.34009	Left	Medium	Up	Sharp	6.100087	9670.731
P2	LeaningMethod	LeaningMethod	FALSE	11	41.32007	Right	Short	Same	Sharp	15.95392	9868.87
P2	LeaningMethod	LeaningMethod	TRUE	12	44.69995	Right	Medium	Up	Default	0	10219.95
P2	LeaningMethod	LeaningMethod	FALSE	13	51.56006	Left	Long	Down	Smooth	4.263637	10981.7
P2	LeaningMethod	LeaningMethod	TRUE	14	53.52002	Left	Medium	Down	Sharp	0	11320.33
P2	LeaningMethod	LeaningMethod	TRUE	15	59.38013	Straight	Long	Down	Default	0	11961.74
P2	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	3926.402
P2	ControllerMethod	ControllerDistanceMethod	TRUE	1	4.560059	Straight	Medium	Up	Smooth	0	4330.023
P2	ControllerMethod	ControllerDistanceMethod	TRUE	2	6.679932	Straight	Short	Up	Default	0	4543.212
P2	ControllerMethod	ControllerDistanceMethod	TRUE	3	8.560059	Straight	Short	Same	Default	0	4734.768
P2	ControllerMethod	ControllerDistanceMethod	TRUE	4	12.85986	Right	Medium	Same	Sharp	0	5137.706
P2	ControllerMethod	ControllerDistanceMethod	FALSE	5	15.45996	Left	Short	Up	Sharp	4.137394	5435.564
P2	ControllerMethod	ControllerDistanceMethod	TRUE	6	23.5	Right	Long	Same	Sharp	0	5990.635
P2	ControllerMethod	ControllerDistanceMethod	FALSE	7	27.08008	Left	Short	Up	Smooth	7.248244	6306.247
P2	ControllerMethod	ControllerDistanceMethod	FALSE	8	39.56006	Left	Long	Down	Smooth	27.14911	7195.798
P2	ControllerMethod	ControllerDistanceMethod	TRUE	9	46.59985	Straight	Long	Same	Smooth	0	7714.648
P2	ControllerMethod	ControllerDistanceMethod	TRUE	10	52.61987	Right	Medium	Down	Default	0	8118.822
P2	ControllerMethod	ControllerDistanceMethod	TRUE	11	58.95996	Right	Long	Down	Default	0	8717.684
P2	ControllerMethod	ControllerDistanceMethod	TRUE	12	60.87988	Right	Short	Same	Smooth	0	8919.697
P2	ControllerMethod	ControllerDistanceMethod	FALSE	13	63.52002	Straight	Medium	Up	Sharp	3.553958	9416.652
P2	ControllerMethod	ControllerDistanceMethod	FALSE	14	70.13989	Left	Medium	Down	Default	41.20499	9890.906
P2	ControllerMethod	ControllerDistanceMethod	FALSE	15	78.63989	Left	Long	Down	Sharp	73.74018	10706.26
P2	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	23.06926
P2	ControllerMethod	LeaningMethod	TRUE	1	12.8999	Straight	Medium	Up	Smooth	0	429.8085
P2	ControllerMethod	LeaningMethod	TRUE	2	17.41992	Straight	Long	Up	Smooth	0	1034.082
P2	ControllerMethod	LeaningMethod	TRUE	3	21.58008	Straight	Medium	Same	Default	0	1437.272
P2	ControllerMethod	LeaningMethod	TRUE	4	25.5	Right	Medium	Same	Sharp	0	1842.847
P2	ControllerMethod	LeaningMethod	TRUE	5	29.24023	Left	Long	Up	Default	0	2454.526
P2	ControllerMethod	LeaningMethod	FALSE	6	31.5	Right	Short	Same	Default	5.342373	2822.006
P2	ControllerMethod	LeaningMethod	TRUE	7	34.85986	Left	Long	Same	Sharp	0	3390.378
P2	ControllerMethod	LeaningMethod	TRUE	8	37.08008	Straight	Short	Down	Default	0	3590.838
P2	ControllerMethod	LeaningMethod	FALSE	9	45.8999	Right	Short	Up	Sharp	5.56168	3904.471
P2	ControllerMethod	LeaningMethod	FALSE	10	47.22021	Left	Short	Up	Default	12.73784	4109.581
P2	ControllerMethod	LeaningMethod	TRUE	11	49.16016	Left	Medium	Down	Smooth	0	4435.562
P2	ControllerMethod	LeaningMethod	TRUE	12	53.14014	Left	Long	Same	Smooth	0	5037.711
P2	ControllerMethod	LeaningMethod	TRUE	13	56	Right	Medium	Down	Sharp	0	5453.509
P2	ControllerMethod	LeaningMethod	TRUE	14	58.8999	Right	Short	Down	Smooth	0	5678.128
P2	ControllerMethod	LeaningMethod	FALSE	15	64.24023	Straight	Long	Down	Sharp	8.696912	6425.42
P3	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	4798.275
P3	LeaningMethod	LeaningMethod	FALSE	1	6.5	Straight	Medium	Up	Smooth	4.855698	5345.02
P3	LeaningMethod	LeaningMethod	FALSE	2	7.719971	Straight	Short	Up	Sharp	119.7508	5521.533
P3	LeaningMethod	LeaningMethod	FALSE	3	14.93994	Left	Long	Down	Default	74.60458	6321.588
P3	LeaningMethod	LeaningMethod	FALSE	4	19.17993	Straight	Short	Same	Sharp	56.53493	6652.111
P3	LeaningMethod	LeaningMethod	TRUE	5	31	Right	Long	Up	Smooth	0	7438.658
P3	LeaningMethod	LeaningMethod	TRUE	6	35.62	Straight	Medium	Same	Default	0	7869.717
P3	LeaningMethod	LeaningMethod	FALSE	7	42.38	Left	Medium	Up	Sharp	11.5259	8327.333
P3	LeaningMethod	LeaningMethod	FALSE	8	48.79993	Right	Short	Down	Sharp	11.29969	8526.506
P3	LeaningMethod	LeaningMethod	FALSE	9	51.76001	Straight	Medium	Down	Sharp	76.26653	8929.73
P3	LeaningMethod	LeaningMethod	TRUE	10	52.40002	Left	Short	Same	Smooth	0	9072.028
P3	LeaningMethod	LeaningMethod	TRUE	11	74.05994	Right	Long	Down	Default	0	11461.58
P3	LeaningMethod	LeaningMethod	TRUE	12	142.7599	Right	Long	Same	Smooth	0	20597.84
P3	LeaningMethod	LeaningMethod	FALSE	13	216.84	Left	Medium	Down	Default	3.199179	32297.63
P3	LeaningMethod	LeaningMethod	FALSE	14	217.5399	Left	Short	Same	Default	495.6059	32622.44
P3	LeaningMethod	LeaningMethod	FALSE	15	229.0599	Right	Long	Up	Smooth	289.9423	33359.51
P3	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	22.73051
P3	ControllerMethod	LeaningMethod	TRUE	1	8.620117	Straight	Medium	Up	Smooth	0	430.2729
P3	ControllerMethod	LeaningMethod	FALSE	2	13.92017	Left	Long	Same	Sharp	5.001393	1120.998
P3	ControllerMethod	LeaningMethod	TRUE	3	14.64014	Left	Short	Down	Sharp	0	1221.574
P3	ControllerMethod	LeaningMethod	TRUE	4	18.08008	Straight	Short	Up	Default	0	1439.079
P3	ControllerMethod	LeaningMethod	TRUE	5	19.97998	Right	Short	Same	Default	0	1644.901
P3	ControllerMethod	LeaningMethod	FALSE	6	23.69995	Right	Long	Down	Smooth	6.377902	2356.843
P3	ControllerMethod	LeaningMethod	TRUE	7	27.16016	Straight	Medium	Same	Smooth	0	2675.298
P3	ControllerMethod	LeaningMethod	TRUE	8	29	Right	Short	Up	Smooth	0	2887.145
P3	ControllerMethod	LeaningMethod	TRUE	9	33.76001	Straight	Long	Same	Default	0	3495.932
P3	ControllerMethod	LeaningMethod	TRUE	10	74.08008	Left	Medium	Up	Sharp	0	9236.514
P3	ControllerMethod	LeaningMethod	FALSE	11	75.15991	Right	Short	Same	Sharp	6.059594	9527.418
P3	ControllerMethod	LeaningMethod	FALSE	12	76.69995	Right	Medium	Up	Default	8.221479	9945.147
P3	ControllerMethod	LeaningMethod	TRUE	13	79.84009	Left	Long	Down	Smooth	0	10617.73
P3	ControllerMethod	LeaningMethod	TRUE	14	81.69995	Left	Medium	Down	Sharp	0	11037.43
P3	ControllerMethod	LeaningMethod	TRUE	15	84.47998	Straight	Long	Down	Default	0	11639.45
P3	LeaningMethod	ControllerDistanceMethod	FALSE	0	0	Straight	Short	Same	Default	5.361444	4516.298
P3	LeaningMethod	ControllerDistanceMethod	FALSE	1	8.060059	Straight	Medium	Up	Smooth	5.230872	5206.585
P3	LeaningMethod	ControllerDistanceMethod	TRUE	2	11.21997	Straight	Short	Up	Default	0	5316.648
P3	LeaningMethod	ControllerDistanceMethod	TRUE	3	15.68018	Straight	Short	Same	Default	0	5518.072
P3	LeaningMethod	ControllerDistanceMethod	TRUE	4	23.82007	Right	Medium	Same	Sharp	0	5922.769
P3	LeaningMethod	ControllerDistanceMethod	TRUE	5	30.54004	Left	Short	Up	Sharp	0	6403.83
P3	LeaningMethod	ControllerDistanceMethod	TRUE	6	40.47998	Right	Long	Same	Sharp	0	7011.021
P3	LeaningMethod	ControllerDistanceMethod	FALSE	7	44.47998	Left	Short	Up	Smooth	5.129618	7321.825
P3	LeaningMethod	ControllerDistanceMethod	TRUE	8	52.23999	Left	Long	Down	Smooth	0	7887.054
P3	LeaningMethod	ControllerDistanceMethod	TRUE	9	57.92017	Straight	Long	Same	Smooth	0	8494.788
P3	LeaningMethod	ControllerDistanceMethod	TRUE	10	64.97998	Right	Medium	Down	Default	0	8895.755
P3	LeaningMethod	ControllerDistanceMethod	TRUE	11	72.17993	Right	Long	Down	Default	0	9494.32
P3	LeaningMethod	ControllerDistanceMethod	TRUE	12	74	Right	Short	Same	Smooth	0	9694.737
P3	LeaningMethod	ControllerDistanceMethod	FALSE	13	82.82007	Straight	Medium	Up	Sharp	3.78309	10660.99
P3	LeaningMethod	ControllerDistanceMethod	FALSE	14	145.46	Left	Medium	Down	Default	205.8748	21342.97
P3	LeaningMethod	ControllerDistanceMethod	FALSE	15	186.5801	Left	Long	Down	Sharp	197.4205	23822.43
P3	ControllerMethod	ControllerDistanceMethod	FALSE	0	0	Straight	Short	Same	Default	30.03748	3518.158
P3	ControllerMethod	ControllerDistanceMethod	FALSE	1	5.119873	Straight	Medium	Up	Smooth	403.5717	4098.297
P3	ControllerMethod	ControllerDistanceMethod	FALSE	2	8.939941	Straight	Long	Up	Smooth	746.6286	4721.19
P3	ControllerMethod	ControllerDistanceMethod	FALSE	3	11.19995	Straight	Medium	Same	Default	973.4199	5125.921
P3	ControllerMethod	ControllerDistanceMethod	FALSE	4	13.37988	Right	Medium	Same	Sharp	900.1312	5504.836
P3	ControllerMethod	ControllerDistanceMethod	FALSE	5	17.28003	Left	Long	Up	Default	886.9686	6151.142
P3	ControllerMethod	ControllerDistanceMethod	TRUE	6	23.97998	Right	Short	Same	Default	0	6956.482
P3	ControllerMethod	ControllerDistanceMethod	TRUE	7	57.80005	Left	Long	Same	Sharp	0	11394.86
P3	ControllerMethod	ControllerDistanceMethod	TRUE	8	61.04004	Straight	Short	Down	Default	0	11600.96
P3	ControllerMethod	ControllerDistanceMethod	TRUE	9	62.11987	Right	Short	Up	Sharp	0	11806.31
P3	ControllerMethod	ControllerDistanceMethod	TRUE	10	65	Left	Short	Up	Default	0	12020.83
P3	ControllerMethod	ControllerDistanceMethod	TRUE	11	70.83984	Left	Medium	Down	Smooth	0	12423.7
P3	ControllerMethod	ControllerDistanceMethod	TRUE	12	76.37988	Left	Long	Same	Smooth	0	13022.99
P3	ControllerMethod	ControllerDistanceMethod	TRUE	13	82.59985	Right	Medium	Down	Sharp	0	13426.31
P3	ControllerMethod	ControllerDistanceMethod	TRUE	14	85.13989	Right	Short	Down	Smooth	0	13628.75
P3	ControllerMethod	ControllerDistanceMethod	TRUE	15	93.71997	Straight	Long	Down	Sharp	0	14237.57
P4	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	712.95
P4	ControllerMethod	LeaningMethod	TRUE	1	13.17993	Straight	Medium	Up	Smooth	0	1131.706
P4	ControllerMethod	LeaningMethod	TRUE	2	16.33997	Straight	Short	Up	Sharp	0	1325.906
P4	ControllerMethod	LeaningMethod	TRUE	3	22.5199	Left	Long	Down	Default	0	1936.071
P4	ControllerMethod	LeaningMethod	TRUE	4	28.67993	Straight	Short	Same	Sharp	0	2140.719
P4	ControllerMethod	LeaningMethod	TRUE	5	36.81995	Right	Long	Up	Smooth	0	2756.281
P4	ControllerMethod	LeaningMethod	TRUE	6	40.61987	Straight	Medium	Same	Default	0	3166.027
P4	ControllerMethod	LeaningMethod	FALSE	7	45.49988	Left	Medium	Up	Sharp	5.075573	3619.698
P4	ControllerMethod	LeaningMethod	TRUE	8	46.33997	Right	Short	Down	Sharp	0	3716.661
P4	ControllerMethod	LeaningMethod	TRUE	9	49.71997	Straight	Medium	Down	Sharp	0	4125.471
P4	ControllerMethod	LeaningMethod	TRUE	10	52.77991	Left	Short	Same	Smooth	0	4349.75
P4	ControllerMethod	LeaningMethod	TRUE	11	62.07996	Right	Long	Down	Default	0	4985.915
P4	ControllerMethod	LeaningMethod	TRUE	12	68.71997	Right	Long	Same	Smooth	0	5595.477
P4	ControllerMethod	LeaningMethod	TRUE	13	73.03992	Left	Medium	Down	Default	0	6077.305
P4	ControllerMethod	LeaningMethod	TRUE	14	74.75989	Left	Short	Same	Default	0	6277.327
P4	ControllerMethod	LeaningMethod	FALSE	15	89.57996	Right	Long	Up	Smooth	5.663902	7051.018
P4	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	2735.448
P4	ControllerMethod	ControllerDistanceMethod	TRUE	1	3.880005	Straight	Medium	Up	Smooth	0	3140.131
P4	ControllerMethod	ControllerDistanceMethod	TRUE	2	10.72009	Left	Long	Same	Sharp	0	3743.609
P4	ControllerMethod	ControllerDistanceMethod	TRUE	3	14.42004	Left	Short	Down	Sharp	0	3944.365
P4	ControllerMethod	ControllerDistanceMethod	TRUE	4	17.40002	Straight	Short	Up	Default	0	4146.07
P4	ControllerMethod	ControllerDistanceMethod	TRUE	5	20.38	Right	Short	Same	Default	0	4354.004
P4	ControllerMethod	ControllerDistanceMethod	TRUE	6	26.23999	Right	Long	Down	Smooth	0	4977.943
P4	ControllerMethod	ControllerDistanceMethod	TRUE	7	31.08008	Straight	Medium	Same	Smooth	0	5377.662
P4	ControllerMethod	ControllerDistanceMethod	TRUE	8	33	Right	Short	Up	Smooth	0	5584.82
P4	ControllerMethod	ControllerDistanceMethod	TRUE	9	40.64001	Straight	Long	Same	Default	0	6195.054
P4	ControllerMethod	ControllerDistanceMethod	TRUE	10	43.54004	Left	Medium	Up	Sharp	0	6608.137
P4	ControllerMethod	ControllerDistanceMethod	TRUE	11	45.5	Right	Short	Same	Sharp	0	6809.614
P4	ControllerMethod	ControllerDistanceMethod	TRUE	12	48.56006	Right	Medium	Up	Default	0	7216.442
P4	ControllerMethod	ControllerDistanceMethod	TRUE	13	57.40002	Left	Long	Down	Smooth	0	7877.885
P4	ControllerMethod	ControllerDistanceMethod	TRUE	14	62.09998	Left	Medium	Down	Sharp	0	8281.425
P4	ControllerMethod	ControllerDistanceMethod	TRUE	15	68.73999	Straight	Long	Down	Default	0	8884.538
P4	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	859.1071
P4	LeaningMethod	LeaningMethod	TRUE	1	11.54004	Straight	Medium	Up	Smooth	0	1277.504
P4	LeaningMethod	LeaningMethod	TRUE	2	15.70007	Straight	Short	Up	Default	0	1506.784
P4	LeaningMethod	LeaningMethod	TRUE	3	19.26001	Straight	Short	Same	Default	0	1711.33
P4	LeaningMethod	LeaningMethod	TRUE	4	25.21997	Right	Medium	Same	Sharp	0	2145.974
P4	LeaningMethod	LeaningMethod	TRUE	5	30.35999	Left	Short	Up	Sharp	0	2371.087
P4	LeaningMethod	LeaningMethod	TRUE	6	40.56006	Right	Long	Same	Sharp	0	3026.765
P4	LeaningMethod	LeaningMethod	TRUE	7	43.82007	Left	Short	Up	Smooth	0	3261.506
P4	LeaningMethod	LeaningMethod	TRUE	8	50.38	Left	Long	Down	Smooth	0	3897.963
P4	LeaningMethod	LeaningMethod	TRUE	9	58.44006	Straight	Long	Same	Smooth	0	4510.018
P4	LeaningMethod	LeaningMethod	TRUE	10	62.92004	Right	Medium	Down	Default	0	4944.192
P4	LeaningMethod	LeaningMethod	TRUE	11	70.5	Right	Long	Down	Default	0	5596.718
P4	LeaningMethod	LeaningMethod	TRUE	12	73.04004	Right	Short	Same	Smooth	0	5797.91
P4	LeaningMethod	LeaningMethod	TRUE	13	83.04004	Straight	Medium	Up	Sharp	0	6239.464
P4	LeaningMethod	LeaningMethod	TRUE	14	87.80005	Left	Medium	Down	Default	0	6692.392
P4	LeaningMethod	LeaningMethod	TRUE	15	92.73999	Left	Long	Down	Sharp	0	7304.976
P4	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	1403.195
P4	LeaningMethod	ControllerDistanceMethod	TRUE	1	6.23999	Straight	Medium	Up	Smooth	0	1975.513
P4	LeaningMethod	ControllerDistanceMethod	TRUE	2	11.97998	Straight	Long	Up	Smooth	0	2723.203
P4	LeaningMethod	ControllerDistanceMethod	TRUE	3	16.85999	Straight	Medium	Same	Default	0	3202.464
P4	LeaningMethod	ControllerDistanceMethod	FALSE	4	23.77991	Right	Medium	Same	Sharp	4.10907	3793.287
P4	LeaningMethod	ControllerDistanceMethod	TRUE	5	32.85999	Left	Long	Up	Default	0	4795.887
P4	LeaningMethod	ControllerDistanceMethod	TRUE	6	35.19995	Right	Short	Same	Default	0	5021.791
P4	LeaningMethod	ControllerDistanceMethod	FALSE	7	45.03992	Left	Long	Same	Sharp	4.663041	5985.217
P4	LeaningMethod	ControllerDistanceMethod	FALSE	8	48.5199	Straight	Short	Down	Default	44.62346	6259.951
P4	LeaningMethod	ControllerDistanceMethod	FALSE	9	53.65991	Right	Short	Up	Sharp	77.13143	6828.99
P4	LeaningMethod	ControllerDistanceMethod	FALSE	10	60.65991	Left	Short	Up	Default	11.03232	7559.142
P4	LeaningMethod	ControllerDistanceMethod	TRUE	11	68.53992	Left	Medium	Down	Smooth	0	8005.201
P4	LeaningMethod	ControllerDistanceMethod	TRUE	12	75.41992	Left	Long	Same	Smooth	0	8723.438
P4	LeaningMethod	ControllerDistanceMethod	TRUE	13	79.83997	Right	Medium	Down	Sharp	0	9277.607
P4	LeaningMethod	ControllerDistanceMethod	TRUE	14	82.15991	Right	Short	Down	Smooth	0	9524.753
P4	LeaningMethod	ControllerDistanceMethod	TRUE	15	88.27991	Straight	Long	Down	Sharp	0	10153.4
P5	ControllerMethod	ControllerDistanceMethod	FALSE	0	0	Straight	Short	Same	Default	7.920685	3109.105
P5	ControllerMethod	ControllerDistanceMethod	TRUE	1	4.73999	Straight	Medium	Up	Smooth	0	3502.384
P5	ControllerMethod	ControllerDistanceMethod	FALSE	2	8.719971	Straight	Short	Up	Sharp	6.567952	3802.801
P5	ControllerMethod	ControllerDistanceMethod	TRUE	3	19.56	Left	Long	Down	Default	0	4398.789
P5	ControllerMethod	ControllerDistanceMethod	TRUE	4	22.85999	Straight	Short	Same	Sharp	0	4655.687
P5	ControllerMethod	ControllerDistanceMethod	FALSE	5	29.91998	Right	Long	Up	Smooth	6.829458	5401.168
P5	ControllerMethod	ControllerDistanceMethod	TRUE	6	33.41998	Straight	Medium	Same	Default	0	5734.6
P5	ControllerMethod	ControllerDistanceMethod	FALSE	7	39.19995	Left	Medium	Up	Sharp	10.20009	6364.222
P5	ControllerMethod	ControllerDistanceMethod	FALSE	8	41.91998	Right	Short	Down	Sharp	13.96109	6837.732
P5	ControllerMethod	ControllerDistanceMethod	TRUE	9	53.69995	Straight	Medium	Down	Sharp	0	7173.01
P5	ControllerMethod	ControllerDistanceMethod	TRUE	10	58.03998	Left	Short	Same	Smooth	0	7405.021
P5	ControllerMethod	ControllerDistanceMethod	TRUE	11	67.67993	Right	Long	Down	Default	0	8113.417
P5	ControllerMethod	ControllerDistanceMethod	TRUE	12	74.79993	Right	Long	Same	Smooth	0	8805.18
P5	ControllerMethod	ControllerDistanceMethod	FALSE	13	81.47998	Left	Medium	Down	Default	4.58859	9387.174
P5	ControllerMethod	ControllerDistanceMethod	TRUE	14	82.55994	Left	Short	Same	Default	0	9509.235
P5	ControllerMethod	ControllerDistanceMethod	TRUE	15	91.49994	Right	Long	Up	Smooth	0	10131.69
P5	LeaningMethod	ControllerDistanceMethod	FALSE	0	0	Straight	Short	Same	Default	10.38669	544.0977
P5	LeaningMethod	ControllerDistanceMethod	FALSE	1	90.14001	Straight	Medium	Up	Smooth	34.97921	2434.823
P5	LeaningMethod	ControllerDistanceMethod	TRUE	2	110.96	Left	Long	Same	Sharp	0	3028.226
P5	LeaningMethod	ControllerDistanceMethod	TRUE	3	114.84	Left	Short	Down	Sharp	0	3279.699
P5	LeaningMethod	ControllerDistanceMethod	FALSE	4	130.64	Straight	Short	Up	Default	1.674392	4159.404
P5	LeaningMethod	ControllerDistanceMethod	TRUE	5	136.22	Right	Short	Same	Default	0	4436.755
P5	LeaningMethod	ControllerDistanceMethod	FALSE	6	151.0599	Right	Long	Down	Smooth	5.880928	5969.606
P5	LeaningMethod	ControllerDistanceMethod	FALSE	7	159.36	Straight	Medium	Same	Smooth	42.56565	6409.977
P5	LeaningMethod	ControllerDistanceMethod	TRUE	8	222.36	Right	Short	Up	Smooth	0	8072.377
P5	LeaningMethod	ControllerDistanceMethod	TRUE	9	241.6599	Straight	Long	Same	Default	0	8783.854
P5	LeaningMethod	ControllerDistanceMethod	TRUE	10	271.1	Left	Medium	Up	Sharp	0	9688.423
P5	LeaningMethod	ControllerDistanceMethod	TRUE	11	284.9399	Right	Short	Same	Sharp	0	10253.43
P5	LeaningMethod	ControllerDistanceMethod	TRUE	12	312.1799	Right	Medium	Up	Default	0	11283.62
P5	LeaningMethod	ControllerDistanceMethod	TRUE	13	332.5199	Left	Long	Down	Smooth	0	12079.69
P5	LeaningMethod	ControllerDistanceMethod	TRUE	14	342.8199	Left	Medium	Down	Sharp	0	12557.43
P5	LeaningMethod	ControllerDistanceMethod	TRUE	15	359.0199	Straight	Long	Down	Default	0	13720.37
P5	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	4093.745
P5	ControllerMethod	LeaningMethod	TRUE	1	13.28003	Straight	Medium	Up	Smooth	0	4502.596
P5	ControllerMethod	LeaningMethod	TRUE	2	16.02002	Straight	Short	Up	Default	0	4705.312
P5	ControllerMethod	LeaningMethod	TRUE	3	19.54004	Straight	Short	Same	Default	0	4911.473
P5	ControllerMethod	LeaningMethod	TRUE	4	26.02002	Right	Medium	Same	Sharp	0	5342.817
P5	ControllerMethod	LeaningMethod	TRUE	5	39.41992	Left	Short	Up	Sharp	0	5555.218
P5	ControllerMethod	LeaningMethod	TRUE	6	46.95996	Right	Long	Same	Sharp	0	6167.307
P5	ControllerMethod	LeaningMethod	TRUE	7	50.28003	Left	Short	Up	Smooth	0	6453.817
P5	ControllerMethod	LeaningMethod	TRUE	8	60.09985	Left	Long	Down	Smooth	0	7071.107
P5	ControllerMethod	LeaningMethod	TRUE	9	65.67993	Straight	Long	Same	Smooth	0	7684.011
P5	ControllerMethod	LeaningMethod	TRUE	10	72.28003	Right	Medium	Down	Default	0	8397.229
P5	ControllerMethod	LeaningMethod	TRUE	11	81.19995	Right	Long	Down	Default	0	9213.888
P5	ControllerMethod	LeaningMethod	FALSE	12	83.97998	Right	Short	Same	Smooth	3.340683	9635.971
P5	ControllerMethod	LeaningMethod	FALSE	13	105.96	Straight	Medium	Up	Sharp	74.6578	10494.28
P5	ControllerMethod	LeaningMethod	TRUE	14	112.5798	Left	Medium	Down	Default	0	10849.94
P5	ControllerMethod	LeaningMethod	TRUE	15	118.8398	Left	Long	Down	Sharp	0	11471.62
P5	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	785.1669
P5	LeaningMethod	LeaningMethod	TRUE	1	13.23999	Straight	Medium	Up	Smooth	0	1209.893
P5	LeaningMethod	LeaningMethod	TRUE	2	22	Straight	Long	Up	Smooth	0	2077.267
P5	LeaningMethod	LeaningMethod	TRUE	3	26.66016	Straight	Medium	Same	Default	0	2514.645
P5	LeaningMethod	LeaningMethod	TRUE	4	33.78003	Right	Medium	Same	Sharp	0	3149.932
P5	LeaningMethod	LeaningMethod	TRUE	5	74.06006	Left	Long	Up	Default	0	5223.105
P5	LeaningMethod	LeaningMethod	TRUE	6	83.30005	Right	Short	Same	Default	0	5736.447
P5	LeaningMethod	LeaningMethod	TRUE	7	95.90015	Left	Long	Same	Sharp	0	6665.79
P5	LeaningMethod	LeaningMethod	TRUE	8	103.0801	Straight	Short	Down	Default	0	7216.508
P5	LeaningMethod	LeaningMethod	TRUE	9	107.1401	Right	Short	Up	Sharp	0	7439.504
P5	LeaningMethod	LeaningMethod	TRUE	10	110.4202	Left	Short	Up	Default	0	7737.508
P5	LeaningMethod	LeaningMethod	TRUE	11	118.52	Left	Medium	Down	Smooth	0	8354.32
